Chromosome	Start	End	Index	Probe	FlagIndex
11	33060579	33060628	5822	19734_cg19812706	0
11	33060683	33061108	5823	19735_cg01470704;cg06292898;cg10050185;cg22118359;cg25101976;cg27401681	1
11	33061312	33061456	5824	19736_cg18001866	1
11	33182932	33183221	5825	19737_cg02455615;cg10142189;cg05567920	1
11	33183273	33183406	5826	19738_cg25409040	1
11	33278608	33278784	5827	19739_cg00396677;cg11032776	1
11	33279007	33279125	5828	19740_cg04704963;cg06407663;cg22798045	0
11	33279932	33280085	5829	19741_cg15146189	1
11	33722193	33722342	5830	19742_cg09148924	1
11	33722397	33722431	5831	19743_cg20583684;cg22077528	0
11	33757492	33757638	5832	19744_cg15892658	1
11	33757778	33757984	5833	19745_cg05004480;cg20656116;cg13241807	1
11	33796141	33796358	5834	19746_cg06904287;cg11464285;cg12603338;cg14578028;cg17648103	1
11	33890293	33890436	5835	19747_cg06560887	1
11	33891127	33891281	5836	19748_cg07132633	1
11	33892213	33892461	5837	19750_PET_CpG	1
11	33915193	33915873	5838	19751_PET_CpG	1
11	33916068	33916375	5839	19752_PET_CpG	1
11	34072945	34073081	5840	19753_cg16307484	1
11	34073085	34073203	5841	19754_cg04490136;cg19019913;cg16218377	0
11	34073252	34073403	5842	19754_cg04490136;cg19019913;cg16218377	0
11	34075093	34075255	5843	19755_cg23240149	1
11	34126768	34126904	5844	19756_cg17600693	1
11	34126968	34127116	5845	19757_cg13497506	1
11	34195944	34196089	5846	19758_cg26245206	1
11	34378718	34378972	5847	19759_cg03831465;cg07646714	1
11	34379458	34379643	5848	19760_cg04597004;cg25270655	1
11	34380618	34380765	5849	19761_cg07815068	1
11	34460710	34460873	5850	19762_cg14316565	1
11	34470760	34470913	5851	19763_PET_CpG	1
11	34672077	34672405	5852	19764_PET_CpG	1
11	34937266	34937403	5853	19765_cg09194750	1
11	34937492	34937857	5854	19766_cg11058730;cg14686008;cg15988239;cg18508148;cg22717608	1
11	34938038	34938072	5855	19767_cg06937548;cg11622362;cg20541753;cg25883261;cg25931580	0
11	34938073	34938226	5856	19767_cg06937548;cg11622362;cg20541753;cg25883261;cg25931580	0
11	35066756	35067054	5857	19768_PET_CpG	1
11	35099346	35099647	5858	19769_PET_CpG	1
11	35105066	35105416	5859	19770_PET_CpG	1
11	35128261	35128407	5860	19771_PET_CpG	1
11	35160383	35160519	5861	19772_cg17640322	1
11	35161116	35161248	5862	19773_cg01766065	1
11	35161423	35161571	5863	19774_PET_CpG	1
11	35163178	35163318	5864	19775_PET_CpG	1
11	35165773	35166045	5865	19776_PET_CpG	1
11	35187003	35187148	5866	19777_PET_CpG	1
11	35187703	35187847	5867	19778_PET_CpG	1
11	35294180	35294318	5868	19779_PET_CpG	1
11	35440933	35441280	5869	19780_cg07724977;cg24190415;cg25230151	1
11	35441485	35441636	5870	19781_cg18494399	1
11	35441698	35441850	5871	19782_cg21163960	1
11	35546999	35547154	5872	19783_PET_CpG	1
11	35547245	35547385	5873	19784_cg20014960	1
11	35639579	35639761	5874	19785_cg16430510;cg23083315	1
11	35639915	35640068	5875	19786_cg02459529;cg27351780	1
11	35684408	35684553	5876	19787_cg04451748	1
11	35684719	35684862	5877	19788_cg00474746	1
11	36112527	36112860	5878	19789_PET_CpG	1
11	36310920	36311195	5879	19790_cg08122179;cg11461950;cg18129327;cg20472085	1
11	36398159	36398318	5880	19791_cg24369746	1
11	36432819	36432974	5881	19792_PET_CpG	1
11	36509759	36509941	5882	19793_PET_CpG	1
11	36531219	36531391	5883	19794_cg02911637;cg26427070	1
11	36531840	36532065	5884	19795_cg03503634;cg11520366	1
11	43256769	43256900	5885	19796_PET_CpG	1
11	43333234	43333598	5886	19797_cg07063853;cg16667275;cg19844635;cg24873388;cg10146807	1
11	43333910	43334037	5887	19798_cg25028523	1
11	43380184	43380600	5888	19799_cg06331271;cg06547771;cg09255124;cg12412277;cg16789934;cg18954943;cg19809735	1
11	43596967	43597112	5889	19800_cg24824417	1
11	43597196	43597341	5890	19801_cg05808319	1
11	43597416	43597574	5891	19802_cg17198230	1
11	43600229	43600335	5892	19803_cg05281221	1
11	43601049	43601197	5893	19804_cg15778012	1
11	43601364	43601511	5894	19805_cg14597534	1
11	43602766	43602945	5895	19806_cg01939477;cg14416371;cg15556502	1
11	43604689	43604838	5896	19807_cg17592231	1
11	43665696	43665912	5897	19808_cg21074594;cg25860399	1
11	43702001	43702491	5898	19809_cg07912181;cg10157203;cg11980147;cg17585343;cg21212277;cg14244963	1
11	43702671	43702809	5899	19810_cg27068170	1
11	43902191	43902826	5900	19811_PET_CpG;19812_cg03342084;cg12046254;cg17838765;cg20009641	1
11	43952492	43952649	5901	19813_PET_CpG	1
11	43963832	43963977	5902	19814_cg20062650	1
11	43964016	43964238	5903	19815_cg06997305;cg11820517	1
11	44087368	44088167	5904	19816_PET_CpG;19817_cg11200965;cg12287025;19818_cg10598066;19819_cg08632680	1
11	44116943	44117083	5905	19820_cg24612772	1
11	44117158	44117329	5906	19821_cg02050903;cg12640937	1
11	44325743	44325884	5907	19822_cg04549333	1
11	44326333	44326482	5908	19823_cg07696033	1
11	44327329	44327470	5909	19824_cg04970352	1
11	44327493	44327637	5910	19825_cg08914623	1
11	44327719	44328118	5911	19826_PET_CpG	1
11	44330823	44330966	5912	19827_cg26365854	1
11	44331038	44331178	5913	19828_cg24335138	1
11	44338915	44339062	5914	19829_PET_CpG	1
11	44341570	44341721	5915	19830_cg19520927	1
11	44468099	44468237	5916	19831_PET_CpG	1
11	44590407	44590898	5917	19832_PET_CpG	1
11	44618537	44618674	5918	19833_PET_CpG	1
11	44883707	44883892	5919	19834_PET_CpG	1
11	44971763	44971916	5920	19835_cg07301180;cg24331312	0
11	44972213	44972354	5921	19836_cg22623062	0
11	44972623	44972765	5922	19837_cg16997203;cg24862514	1
11	45002230	45002370	5923	19838_PET_CpG	1
11	45101724	45101868	5924	19839_PET_CpG	1
11	45167696	45167878	5925	19840_cg01368868;cg23116180	1
11	45307831	45308015	5926	19841_cg08680146;cg22020194	1
11	45361808	45361945	5927	19842_cg13353957	1
11	45376853	45377005	5928	19843_cg27235148	1
11	45392868	45393067	5929	19844_cg09251466;cg10415524	1
11	45793567	45793712	5930	19845_cg12539081	1
11	45825389	45825539	5931	19846_cg27363529	1
11	45825819	45825967	5932	19847_cg08026009;cg22073562	1
11	45826097	45826227	5933	19848_cg14892886	1
11	45826625	45826680	5934	19849_cg14819958	0
11	45864747	45864959	5935	19850_cg12596843;cg13762257	1
11	45868784	45868977	5936	19851_cg01618083;cg10540304;cg22234194;cg24754334;cg26260819	0
11	45869029	45869132	5937	19851_cg01618083;cg10540304;cg22234194;cg24754334;cg26260819	0
11	45907155	45907244	5938	19852_cg02615000;cg15719126	0
11	45907332	45907481	5939	19853_cg06891565	1
11	45927312	45927424	5940	19854_PET_CpG	0
11	45939387	45939700	5941	19855_cg01565965;cg09495739;cg16280313	1
11	45939982	45940126	5942	19856_cg25149881	1
11	46141128	46141285	5943	19857_cg11820818	1
11	46141317	46141356	5944	19858_cg16480966	0
11	46142920	46142992	5945	19859_cg06887159;cg16794406	0
11	46259517	46259633	5946	19860_cg09654997	0
11	46260718	46260860	5947	19861_cg09542991	1
11	46264998	46265135	5948	19862_cg01646019	1
11	46299542	46299613	5949	19863_cg03044069	0
11	46317078	46317224	5950	19864_cg14547067	1
11	46354483	46354702	5951	19865_cg05214390;cg05412031;cg07276415;cg10503202;cg14503180;cg25151353	1
11	46354732	46354868	5952	19866_cg15825186	1
11	46367659	46367971	5953	19867_PET_CpG	1
11	46370564	46370934	5954	19868_PET_CpG	1
11	46382954	46383534	5955	19869_PET_CpG	1
11	46402589	46402721	5956	19870_cg25291551	1
11	46403337	46403480	5957	19871_cg08151498	0
11	46413739	46413884	5958	19872_cg06853599	0
11	46414549	46414706	5959	19873_cg25571757	1
11	46581992	46582206	5960	19874_PET_CpG	1
11	46615467	46615611	5961	19875_cg25908368	1
11	46615615	46615751	5962	19876_cg08493290	1
11	46638867	46638928	5963	19877_cg01646147;cg01706556;cg25945821	0
11	46639378	46639520	5964	19878_cg12699151	1
11	46692708	46692845	5965	19879_PET_CpG	1
11	46722013	46722181	5966	19880_cg02851825;cg06238736	1
11	46722315	46722422	5967	19881_cg11558328;cg18458295;cg25993851	1
11	46722593	46722761	5968	19882_cg14585160	1
11	46848363	46848515	5969	19883_cg23710492	1
11	46867753	46868005	5970	19884_cg09822824;cg12516504;cg13600953;cg16069520	1
11	46939537	46939683	5971	19885_cg17472823	1
11	47176795	47176979	5972	19886_PET_CpG	1
11	47208879	47209026	5973	19888_cg08300419	1
11	47236349	47236384	5974	19889_cg01667133;cg01677148	0
11	47236530	47236583	5975	19889_cg01667133;cg01677148	0
11	47236832	47236965	5976	19890_cg01573732	1
11	47270230	47270385	5977	19891_cg16801267	1
11	47270460	47270659	5978	19892_cg07531121;cg13014422;cg14181223	1
11	47290807	47290968	5979	19893_cg11031937	1
11	47291414	47291560	5980	19894_cg01558492;cg05559960;cg14886150	0
11	47381227	47381407	5981	19895_PET_CpG	1
11	47416249	47416662	5982	19896_PET_CpG;19897_cg10511890;cg13912307	1
11	47421984	47422445	5983	19898_PET_CpG	1
11	47429577	47429631	5984	19899_cg22964598	0
11	47430191	47430250	5985	19900_cg23312964	0
11	47447292	47447432	5986	19901_cg20307385	1
11	47448187	47448254	5987	19902_cg07981364;cg08922808;cg20481816	0
11	47586768	47586944	5988	19903_cg04890870;cg26054336	1
11	47587132	47587276	5989	19904_cg25134909	1
11	47587422	47587567	5990	19905_cg25873214	1
11	47600202	47600347	5991	19906_cg25235159	1
11	47600433	47600819	5992	19907_cg11878872;cg19345165;cg11995069;cg13249789;cg13990013	1
11	47600892	47601035	5993	19908_cg16273041	1
11	47613423	47613552	5994	19909_PET_CpG	1
11	47615277	47615414	5995	19910_PET_CpG	1
11	47663490	47663599	5996	19911_cg12836610	1
11	47664278	47664351	5997	19912_cg09232068;cg18362429	0
11	47736385	47736519	5998	19913_cg19112957	1
11	47736865	47736933	5999	19914_cg22271305	0
11	47788498	47788643	6000	19915_cg15148879	1
11	47788733	47788992	6001	19916_cg00861580;cg15507925;cg24384879	1
11	47789028	47789265	6002	19917_cg10504702;cg14806374;cg25902616	1
11	47789590	47789740	6003	19918_PET_CpG	1
11	47869951	47870039	6004	19919_cg13780902	0
11	47870112	47870394	6005	19920_cg09321108;cg17515273;cg18215280;cg21462715	1
11	47921438	47921579	6006	19921_PET_CpG	1
11	47972077	47972174	6007	19922_PET_CpG	1
11	48034961	48035251	6008	19923_PET_CpG	1
11	48056913	48057050	6009	19924_PET_CpG	1
11	48077382	48077816	6010	19925_PET_CpG	1
11	51580222	51580443	6011	19926_PET_CpG	1
11	56891033	56891278	6012	19927_PET_CpG	1
11	57056841	57056985	6013	19928_PET_CpG	1
11	57092422	57092609	6014	19929_cg04356314;cg15535093	0
11	57102886	57103202	6015	19930_cg04937561;cg22636253;cg09381635	1
11	57103368	57103498	6016	19931_cg01766191;cg08821673;cg12911972	0
11	57103604	57103903	6017	19932_PET_CpG	1
11	57192258	57192950	6018	19933_PET_CpG	1
11	57194488	57194610	6019	19934_cg07326438	1
11	57225867	57225911	6020	19935_cg07534440;cg25199850	0
11	57225956	57226070	6021	19935_cg07534440;cg25199850	0
11	57227277	57227425	6022	19936_cg17349753	1
11	57243787	57243946	6023	19937_cg12822074	1
11	57282975	57283352	6024	19938_cg02037518;cg14028489;cg17057783;cg19394731;cg10032131	1
11	57283383	57283532	6025	19939_cg05375277	1
11	57298225	57298393	6026	19940_cg10743685;cg15768568	1
11	57298463	57298603	6027	19941_cg25231907	1
11	57334980	57335167	6028	19942_cg05677402;cg18539267;cg19341344	0
11	57335375	57335801	6029	19943_cg00566431;cg13303461;cg15736296;cg21830103;cg26208937	1
11	57406396	57406520	6030	19944_cg18756536	1
11	57424771	57425323	6031	19945_cg06046434;cg08047886;cg24313640;cg09264906;cg10518628	1
11	57434606	57434758	6032	19946_cg00251705	1
11	57435421	57435566	6033	19948_cg18493899	0
11	57479792	57479884	6034	19949_cg14707392	0
11	57479926	57480123	6035	19950_cg03316174;cg21199988;cg21973275;cg22746765;cg23375440	1
11	57508531	57508678	6036	19951_cg12238441	1
11	57508946	57509083	6037	19952_cg22272956	1
11	57559872	57560013	6038	19953_PET_CpG	1
11	58292875	58293050	6039	19954_PET_CpG	1
11	58341374	58341651	6040	19955_PET_CpG	1
11	58343224	58343375	6041	19956_PET_CpG	1
11	58345625	58345796	6042	19957_cg04570322;cg16503683;cg20957095;cg24684739	1
11	58347104	58347230	6043	19958_cg25169875	1
11	58673100	58673238	6044	19959_cg04067139	1
11	58695150	58695392	6045	19960_PET_CpG	1
11	58826041	58826186	6046	19961_cg11285507	1
11	58874131	58874273	6047	19962_cg03004497	1
11	58874561	58874697	6048	19963_cg11139304	1
11	58874956	58875106	6049	19964_PET_CpG	1
11	58910023	58910311	6050	19965_cg02737625;cg12437873;cg12802822;cg27199889	1
11	58910396	58910540	6051	19966_cg03365278	1
11	58911981	58912613	6052	19967_PET_CpG;19968_cg06770568;cg14058754	1
11	58939199	58939341	6053	19969_cg21761776	1
11	58939614	58939886	6054	19970_cg05591545;cg14042203	1
11	58975234	58975408	6055	19971_PET_CpG	1
11	58984404	58984596	6056	19972_PET_CpG	1
11	59051875	59052036	6057	19973_PET_CpG	1
11	59317923	59318067	6058	19974_cg19083871	1
11	59323952	59324090	6059	19975_cg19809942	1
11	59328178	59328315	6060	19976_cg17294952	1
11	59328387	59328511	6061	19977_cg11271157	1
11	59333415	59333562	6062	19978_cg14665813	1
11	59383004	59383266	6063	19979_cg02713851;cg16452840	0
11	59383752	59383898	6064	19980_cg20278936	1
11	59436160	59436238	6065	19981_cg05407637	0
11	59522012	59522153	6066	19982_cg19581696	1
11	59522782	59522882	6067	19983_cg07005090;cg10562791	0
11	59578275	59578428	6068	19984_cg05936604	1
11	60244713	60244855	6069	19985_PET_CpG	1
11	60609273	60609636	6070	19986_cg13537283;cg18056133;cg18154328;cg24411301	1
11	60673818	60673964	6071	19987_cg10733145	1
11	60674058	60674241	6072	19988_cg02207312;cg26375147	1
11	60681188	60681340	6073	19989_cg05160409	1
11	60681521	60681784	6074	19990_cg07346676;cg14256568	1
11	60681933	60682109	6075	19991_cg03555909;cg17229496	1
11	60691803	60691996	6076	19992_cg07624483;cg14265554	1
11	60691998	60692145	6077	19993_cg04061839	1
11	60718660	60719070	6078	19994_PET_CpG;19995_cg26090107	1
11	60739116	60739315	6079	19996_PET_CpG	1
11	60771981	60772124	6080	19997_PET_CpG	1
11	60838753	60838979	6081	19998_PET_CpG	1
11	60879367	60879515	6082	19999_PET_CpG	1
11	60928874	60928914	6083	20000_cg04767207;cg12150646;cg13973351;cg15267545;cg25479306;cg25890275	0
11	60928969	60929285	6084	20000_cg04767207;cg12150646;cg13973351;cg15267545;cg25479306;cg25890275	0
11	61061360	61061601	6085	20001_PET_CpG	1
11	61062757	61062980	6086	20002_cg06282270;cg27175288	1
11	61100175	61100311	6087	20003_cg26024868	1
11	61100365	61100675	6088	20004_cg08323199;cg08724919;cg18412690;cg23053918;cg25530631	1
11	61100717	61100891	6089	20005_cg20772347;cg24840365	1
11	61129195	61129511	6090	20006_cg11786302;cg14363636;cg20528048	1
11	61129795	61129950	6091	20007_cg20445883	1
11	61130055	61130198	6092	20008_cg08792797	1
11	61159710	61159882	6093	20009_PET_CpG	1
11	61160055	61160230	6094	20010_cg03271965;cg24449148	1
11	61160825	61160985	6095	20011_PET_CpG	1
11	61196835	61196871	6096	20012_cg00479459;cg13130965;cg22111318	0
11	61196942	61197093	6097	20012_cg00479459;cg13130965;cg22111318	0
11	61275380	61275517	6098	20013_PET_CpG	1
11	61276418	61276523	6099	20014_cg25923577	0
11	61276942	61277091	6100	20015_cg06341513	1
11	61283877	61284045	6101	20016_PET_CpG	1
11	61284310	61284485	6102	20017_PET_CpG	1
11	61284655	61284889	6103	20018_PET_CpG	1
11	61296392	61296536	6104	20019_PET_CpG	1
11	61308105	61308245	6105	20020_PET_CpG	1
11	61309300	61309620	6106	20021_PET_CpG	1
11	61321315	61321448	6107	20022_PET_CpG	1
11	61322837	61323276	6108	20023_PET_CpG	1
11	61328320	61328486	6109	20024_PET_CpG	1
11	61334995	61335145	6110	20025_cg12189835	1
11	61335175	61335321	6111	20026_cg03200166	1
11	61401965	61402105	6112	20027_PET_CpG	1
11	61447570	61447718	6113	20028_cg03410903	1
11	61447758	61447937	6114	20029_cg02917596;cg23854966	0
11	61453170	61453352	6115	20030_PET_CpG	1
11	61463620	61463794	6116	20031_PET_CpG	1
11	61470348	61470499	6117	20032_PET_CpG	1
11	61519811	61519917	6118	20033_cg03631331	0
11	61520106	61520152	6119	20034_cg25018062	0
11	61520178	61520323	6120	20035_cg18369257	1
11	61559501	61559652	6121	20036_cg25385684	1
11	61559888	61560097	6122	20037_cg05046026;cg16150798;cg23960684;cg25628257;cg26061001	1
11	61560112	61560179	6123	20037_cg05046026;cg16150798;cg23960684;cg25628257;cg26061001	1
11	61560278	61560449	6124	20038_cg03114244;cg07583651;cg16916522	1
11	61560946	61561084	6125	20039_cg18799266	1
11	61582617	61582962	6126	20040_cg03735013;cg14725641;cg25326896;cg25401284;cg15598662	1
11	61583493	61583638	6127	20041_cg13475388	1
11	61583878	61584178	6128	20042_cg23992449;cg27173322	1
11	61584537	61584801	6129	20043_cg02085160;cg06405978;cg06985934;cg13121120	1
11	61595407	61595451	6130	20044_cg23760165	0
11	61595727	61595868	6131	20045_cg25303599	1
11	61595990	61596148	6132	20046_cg16576620	1
11	61596230	61596376	6133	20047_cg10868875	1
11	61658720	61658869	6134	20048_cg22837486	1
11	61659251	61659508	6135	20049_cg05630745;cg07747515	1
11	61684512	61684647	6136	20050_cg15589156	1
11	61684857	61685002	6137	20051_cg21951478	0
11	61685107	61685251	6138	20052_cg09370599	1
11	61723044	61723196	6139	20053_cg20119487	1
11	61723300	61723445	6140	20054_cg24944820	1
11	61731024	61731156	6141	20055_PET_CpG	1
11	61734728	61734816	6142	20056_cg07416580	0
11	61735060	61735152	6143	20057_cg01370129;cg22958459	0
11	61735234	61735403	6144	20058_cg07441964;cg18570751;cg26954499	0
11	61872948	61873087	6145	20059_PET_CpG	1
11	61891657	61891799	6146	20060_cg05316520	1
11	62079216	62079315	6147	20061_PET_CpG	1
11	62104876	62105022	6148	20062_cg06239285	1
11	62105073	62105211	6149	20063_cg13799206	1
11	62169750	62169922	6150	20064_PET_CpG	1
11	62192265	62192410	6151	20065_cg04370142	1
11	62194465	62194616	6152	20066_PET_CpG	1
11	62211995	62212151	6153	20067_PET_CpG	1
11	62322898	62323277	6154	20069_PET_CpG	1
11	62324151	62324591	6155	20070_PET_CpG	1
11	62341414	62341699	6156	20071_cg03850334;cg04667969;cg05529236;cg13872356;cg24254177	1
11	62358924	62359206	6157	20072_cg04169881;cg06221215;cg08650016;cg27402591	1
11	62359233	62359373	6158	20073_cg24281750	1
11	62359529	62359676	6159	20074_cg11839729	1
11	62368802	62368957	6160	20075_cg19570317	0
11	62369318	62369461	6161	20076_cg00501779	1
11	62389177	62389320	6162	20077_cg23064951	1
11	62389667	62389968	6163	20078_cg03275130;cg20066750	1
11	62413943	62414218	6164	20079_cg05882782;cg11084035;cg13678939;cg19589057	1
11	62420523	62420678	6165	20080_cg03193454	1
11	62420693	62420912	6166	20081_cg06762426;cg24083557;cg25368031	1
11	62432313	62432454	6167	20082_cg09124213	1
11	62432553	62432789	6168	20083_cg02407746;cg04433129;cg08970330;cg26734916	0
11	62438973	62439397	6169	20084_cg04836154;cg17162132;cg21630651;cg23979269;cg25388301;cg26435734	1
11	62446043	62446206	6170	20085_cg00386581	1
11	62446213	62446465	6171	20086_cg19993359;cg22367077	1
11	62446518	62446803	6172	20087_cg00447804;cg09172423;cg09491948;cg10365670	1
11	62473583	62473765	6173	20088_cg08290212;cg16218964	1
11	62473788	62473823	6174	20089_cg18522549;cg25230157	0
11	62473898	62473996	6175	20089_cg18522549;cg25230157	0
11	62476453	62476628	6176	20090_cg03315058;cg10336707;cg14638988	1
11	62477103	62477361	6177	20091_cg06974871;cg17106175	1
11	62494483	62494653	6178	20092_cg02635948;cg16392574	1
11	62495853	62495890	6179	20094_cg17180607	0
11	62495950	62496006	6180	20094_cg17180607	0
11	62521432	62521473	6181	20095_cg15906799	0
11	62521678	62521819	6182	20096_cg06745004	1
11	62521843	62521985	6183	20097_cg25278669	1
11	62528914	62529094	6184	20098_cg11372696;cg14650281;cg21850239	1
11	62529127	62529280	6185	20099_cg16467694	1
11	62538259	62538398	6186	20100_PET_CpG	1
11	62538779	62538938	6187	20101_cg23055396	0
11	62539147	62539232	6188	20102_cg10482924	0
11	62554602	62554753	6189	20103_cg24974229	1
11	62554757	62554944	6190	20104_cg06635371;cg24782169	1
11	62558644	62558739	6191	20105_PET_CpG	1
11	62559022	62559172	6192	20106_cg27071285	1
11	62559364	62559475	6193	20107_cg02756152;cg27030245	0
11	62559555	62559616	6194	20107_cg02756152;cg27030245	0
11	62559762	62559919	6195	20108_PET_CpG	1
11	62572827	62572977	6196	20109_cg05865567	0
11	62573017	62573167	6197	20110_cg05925507	0
11	62599432	62599474	6198	20112_cg02674662;cg07428804;cg12149692;cg24838517	0
11	62599540	62599721	6199	20112_cg02674662;cg07428804;cg12149692;cg24838517	0
11	62599922	62600097	6200	20113_cg08937562;cg16951550	1
11	62609022	62609162	6201	20114_cg15676512	1
11	62609222	62609380	6202	20115_cg13297703	1
11	62622807	62623046	6203	20117_cg03438692;cg03527159;cg07611106	1
11	62623247	62623320	6204	20118_cg03601585;cg21733363;cg23457925;cg25171331;cg26283550;cg03851309	1
11	62623364	62623621	6205	20118_cg03601585;cg21733363;cg23457925;cg25171331;cg26283550;cg03851309	1
11	62648171	62648299	6206	20119_cg22327576	1
11	62648852	62648988	6207	20120_cg20744546	1
11	62649401	62649534	6208	20121_cg13414478	1
11	62691174	62691313	6209	20122_cg04557452	1
11	62693377	62693517	6210	20123_cg17206850	1
11	62694009	62694426	6211	20124_PET_CpG	1
11	63258646	63258849	6212	20125_cg00286984;cg09952395;cg13112361;cg22250498;cg23728669	1
11	63304586	63304993	6213	20126_PET_CpG	1
11	63321266	63321649	6214	20127_PET_CpG	1
11	63381754	63381892	6215	20128_cg12066398	1
11	63381968	63382158	6216	20129_cg06235847;cg15219506;cg16484943	1
11	63438508	63438780	6217	20130_cg09253211;cg14589563	1
11	63438986	63439273	6218	20131_cg02761940;cg04640216;cg15814736;cg27042081	1
11	63448678	63448845	6219	20132_cg02984023;cg14519859	1
11	63448856	63449011	6220	20133_cg00444282;cg13972394	1
11	63449304	63449373	6221	20134_cg13245912	1
11	63581047	63581180	6222	20135_cg15668587	0
11	63581554	63581711	6223	20136_cg13139203	1
11	63604929	63604965	6224	20137_cg14275845	1
11	63606187	63606596	6225	20138_cg11940773;cg12427128;cg18062684;cg20286203	1
11	63606645	63606801	6226	20139_cg05815958	0
11	63630482	63630725	6227	20140_PET_CpG	1
11	63637203	63637442	6228	20141_PET_CpG	1
11	63684252	63684388	6229	20142_cg16705665	1
11	63705620	63705843	6230	20143_cg24554061;cg27642428	1
11	63706200	63706347	6231	20144_cg08782557	1
11	63719420	63719734	6232	20145_PET_CpG	1
11	63741965	63742213	6233	20146_cg07104773;cg11338389	1
11	63753795	63753952	6234	20147_cg04789231	1
11	63767965	63768063	6235	20148_cg03423149	0
11	63796167	63796272	6236	20149_cg01137760	0
11	63828267	63828418	6237	20151_cg22796860	1
11	63933408	63933547	6238	20152_cg21902346	1
11	63933699	63933840	6239	20153_cg07837729	1
11	63933920	63934064	6240	20154_cg19230459	1
11	63952444	63952666	6241	20155_PET_CpG	1
11	63953020	63953161	6242	20156_cg26367444	1
11	63953320	63953477	6243	20157_cg03436149	1
11	63973798	63975752	6244	20159_PET_CpG;20160_cg09302355	1
11	63993379	63993428	6245	20161_cg26145223	0
11	63993573	63993662	6246	20162_cg19465662	0
11	63997638	63997820	6247	20163_cg05774787;cg07977178;cg11424682	1
11	64008248	64008415	6248	20165_cg04446112;cg15010817;cg19924313;cg21809711	1
11	64009053	64009149	6249	20166_cg18731789	0
11	64009338	64009506	6250	20167_cg17175324;cg24177057	1
11	64014471	64014668	6251	20168_cg02967152;cg08015652;cg24016056	1
11	64019038	64019094	6252	20169_cg04317338	0
11	64019138	64019318	6253	20170_cg13493559;cg24591182	1
11	64037229	64037366	6254	20171_cg05315670	1
11	64037450	64037561	6255	20172_cg15446238	1
11	64038998	64039151	6256	20173_cg05075833	1
11	64052183	64052227	6257	20174_cg04056144;cg16911342;cg19421484	0
11	64053050	64053159	6258	20175_cg02228329;cg23796481	0
11	64059228	64059664	6259	20177_cg10028227;cg10589249;cg14576565;cg12929567	1
11	64064904	64065125	6260	20178_PET_CpG	1
11	64066670	64067907	6261	20181_cg09675196;20180_cg26207878;20179_PET_CpG	1
11	64072058	64072195	6262	20182_cg25014222	1
11	64072613	64072698	6263	20183_cg18538253	0
11	64084959	64085217	6264	20185_cg03439086;cg12453748;cg13722539	1
11	64085389	64085795	6265	20186_cg03741657;cg19486023;cg19336883;cg20105233;cg21898631;cg25944898	0
11	64085929	64086079	6266	20187_cg17457440	1
11	64107494	64107819	6267	20188_PET_CpG	1
11	64107946	64108431	6268	20188_PET_CpG;20189_cg12043314	1
11	64126379	64126520	6269	20190_cg03153608	1
11	64216664	64216809	6270	20191_cg24900869	1
11	64258334	64258517	6271	20192_PET_CpG	1
11	64267308	64267435	6272	20193_PET_CpG	1
11	64379493	64379628	6273	20194_PET_CpG	1
11	64409853	64409999	6274	20195_cg03035661	1
11	64480939	64481088	6275	20197_cg01579950	1
11	64490629	64490877	6276	20198_cg05267623;cg12403546;cg16718678;cg17219981;cg21751231	0
11	64491029	64491116	6277	20199_cg27223758	0
11	64511244	64511392	6278	20200_cg14958310	1
11	64511544	64511701	6279	20201_cg21957174	1
11	64511964	64512075	6280	20202_cg26584528	1
11	64512894	64513037	6281	20203_cg23057706	1
11	64531703	64531842	6282	20204_PET_CpG	1
11	64546074	64546596	6283	20205_cg07437286;cg11445760;cg14538048;cg14988347;cg15065631;cg20347986;cg20979732;cg21842222	1
11	64570023	64570161	6284	20206_PET_CpG	1
11	64570510	64570582	6285	20207_cg19109909	0
11	64570866	64570904	6286	20208_cg15261085	0
11	64577978	64578345	6287	20209_cg02384565;cg10149161;cg25810379;cg22718071	1
11	64611893	64612132	6288	20210_cg05474055;cg21721065	0
11	64612360	64612457	6289	20211_cg18557263	0
11	64621240	64621401	6290	20212_PET_CpG	1
11	64626190	64626618	6291	20213_PET_CpG	1
11	64627005	64627439	6292	20214_PET_CpG	1
11	64645505	64645653	6293	20215_cg23926688	1
11	64646355	64646522	6294	20216_cg07279085;cg19239462	0
11	64648063	64648269	6295	20218_PET_CpG	1
11	64684225	64684382	6296	20219_cg13449967	1
11	64684593	64684807	6297	20220_cg00213905;cg23306295;cg25860425	1
11	64685008	64685139	6298	20221_cg20360148	1
11	64692005	64692289	6299	20222_cg19671201;cg24646503	0
11	64781222	64781363	6300	20223_cg19017420	1
11	64781407	64781513	6301	20224_cg21965516	0
11	64781763	64781847	6302	20225_cg21944567	0
11	64794757	64795062	6303	20226_cg10449839;cg15116488;cg10776287;cg16729495	1
11	64808292	64808575	6304	20227_cg00256745;cg07641943;cg07723217;cg20692197	1
11	64808729	64808809	6305	20228_cg17268932	0
11	64851241	64851453	6306	20229_cg02235894;cg12214534;cg14909795;cg17636471;cg19545356;cg26172907;cg14198420	1
11	64851454	64851514	6307	20229_cg02235894;cg12214534;cg14909795;cg17636471;cg19545356;cg26172907;cg14198420	1
